,AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,label
9397,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
5616,59,77,72,0,4,187,6,6,70,14,0,3,3,3,2,19,19,0,0,1,58,95,56,1
8394,25,67,-7,0,5,130,7,8,90,95,2,0,0,2,6,10,12,0,0,4,25,100,89,0
5008,63,73,18,3,3,174,6,5,-8,24,0,2,2,1,2,13,14,1,0,2,36,86,75,0
5792,66,72,-7,0,2,224,7,8,69,28,0,0,0,2,9,31,33,0,0,3,24,100,61,1
4920,108,81,-7,1,9,333,7,8,40,1,0,3,3,2,7,26,26,0,0,2,12,100,59,1
1395,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
9639,88,58,15,1,7,167,6,4,66,76,3,1,1,2,6,24,30,4,1,1,57,67,100,0
3282,78,84,-7,12,17,155,6,7,-8,1,0,0,0,1,1,13,17,0,0,0,50,100,60,0
4600,50,75,28,-7,3,109,6,6,73,43,0,2,2,5,3,21,21,0,0,6,71,95,89,0
2976,102,64,1,1,1,226,4,6,100,59,4,2,2,3,10,44,50,0,0,1,28,98,62,1
3619,120,73,22,0,8,347,6,4,84,66,2,1,1,2,5,37,53,1,1,2,46,95,70,1
7021,65,71,3,6,6,196,4,6,93,44,0,0,0,4,3,19,20,0,0,2,47,95,78,0
10209,41,61,37,2,2,121,6,6,96,38,1,4,4,2,7,39,41,0,0,6,41,98,47,1
7936,81,73,20,1,22,208,6,6,76,19,0,1,1,2,3,28,29,0,0,0,28,90,38,1
7199,89,70,58,0,21,136,6,6,49,72,2,0,0,3,5,23,24,0,0,0,25,96,62,1
8383,115,59,3,0,0,442,0,2,70,33,1,1,1,3,5,21,26,2,2,2,27,68,63,0
3599,73,83,-7,2,2,189,7,8,92,3,0,2,1,3,3,56,71,0,0,6,20,100,43,1
3583,44,56,4,9,10,368,4,6,74,41,2,0,0,3,10,25,40,0,0,1,16,92,65,1
8138,81,68,1,0,2,152,4,6,79,8,0,2,2,5,3,25,28,0,0,2,43,89,100,1
7064,59,79,-7,2,11,150,7,8,77,8,0,4,4,3,2,27,27,0,0,1,33,100,50,1
469,137,89,-7,0,6,344,7,8,-8,10,0,1,1,2,3,19,20,0,0,1,25,100,63,1
7630,69,62,44,-7,2,102,6,2,-8,65,1,1,1,-8,4,6,8,1,1,1,50,75,100,0
8462,127,74,31,-7,50,-8,6,6,-8,-8,-8,2,2,1,-8,2,2,0,0,0,50,50,100,0
4402,80,84,-7,0,4,206,7,8,-8,1,0,1,1,1,2,19,19,0,0,3,16,100,43,1
7251,33,71,-7,0,4,68,7,8,71,58,0,0,0,4,5,10,10,0,0,4,50,100,100,0
18,147,89,-7,0,9,244,7,8,-8,3,0,0,0,-8,2,10,10,0,0,1,10,100,50,0
4863,142,92,-7,-8,7,407,7,8,-8,0,0,0,0,2,1,21,21,0,0,1,48,100,33,1
1460,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
10454,57,73,80,7,5,131,6,6,-8,26,0,0,0,2,5,21,21,0,0,5,19,95,100,1
2282,6,65,-7,-7,1,-8,7,8,100,25,-8,4,4,2,1,2,0,0,0,2,67,100,100,0
759,68,76,81,1,1,205,6,3,87,82,2,2,2,6,3,19,22,1,1,2,41,95,90,0
7592,68,82,-7,-7,0,187,7,8,96,19,0,0,0,2,2,17,18,0,0,2,39,100,67,0
917,110,87,-7,10,2,393,7,8,-8,4,0,0,0,-8,3,20,31,0,0,1,42,100,33,1
8618,45,75,-7,15,7,169,7,8,43,36,1,0,0,3,6,27,29,0,0,1,21,100,53,0
1146,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
1750,121,85,-7,0,3,377,7,8,83,20,0,0,0,2,6,45,46,0,0,2,46,100,67,1
6967,58,70,-7,1,5,207,6,8,-8,2,0,4,4,1,1,12,14,1,1,3,29,100,29,1
2671,12,58,2,-7,5,295,4,6,-8,29,0,0,0,1,7,9,18,0,0,6,11,89,89,0
8811,85,68,47,0,7,305,5,6,61,42,2,1,1,4,4,32,34,0,0,2,38,94,67,1
7406,109,77,-7,0,3,229,7,8,93,38,1,0,0,3,4,23,23,0,0,2,35,100,58,0
6527,83,58,2,0,5,188,4,6,-8,59,1,1,1,1,5,8,11,0,0,3,9,64,88,0
3995,139,73,34,1,2,399,6,5,66,8,0,2,2,3,6,29,38,1,0,2,29,84,56,0
3566,62,81,-7,5,5,261,7,8,35,6,0,0,0,6,5,25,17,0,0,2,52,100,100,0
6190,194,89,-7,9,75,441,7,8,-8,5,0,0,0,1,2,12,13,0,0,0,25,100,43,1
1438,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
6740,51,70,-7,-7,6,147,7,8,91,50,1,0,0,3,3,17,17,0,0,3,59,100,67,0
9877,128,87,-7,0,17,306,7,8,-8,11,1,0,0,1,2,9,9,0,0,0,33,100,100,1
6997,98,78,-7,0,1,228,7,8,-8,35,2,1,1,-8,6,18,21,0,0,1,19,100,67,1
10214,138,79,-7,-8,138,138,7,8,-8,-8,-8,0,0,1,-8,1,1,0,0,0,100,100,100,0
2964,63,73,21,0,3,489,6,6,80,31,1,2,2,4,2,29,27,0,0,3,47,93,46,0
771,86,70,-7,1,6,218,6,7,71,65,6,3,3,6,12,59,61,0,0,1,52,100,68,1
2453,48,79,-7,-7,7,77,7,8,74,0,0,0,0,2,2,16,6,0,0,1,44,100,57,1
8430,67,62,50,0,9,141,6,5,89,84,2,0,0,4,4,28,30,1,0,3,43,97,89,0
1320,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3767,134,79,-7,5,11,124,7,8,25,42,1,1,1,3,3,21,5,0,0,1,35,100,60,1
6015,92,85,-7,3,2,211,7,8,-8,3,0,1,1,3,3,24,25,0,0,1,44,100,64,1
2510,51,64,5,-7,3,194,4,6,51,21,1,0,0,1,4,14,21,0,0,5,14,86,63,0
1643,96,68,-8,0,9,377,6,6,97,53,5,0,0,2,16,35,37,0,0,2,22,97,79,1
4988,224,54,1,0,22,469,3,3,47,8,1,1,1,2,6,20,23,2,1,0,9,73,69,0
8608,38,60,12,16,14,82,6,6,-8,68,3,0,0,2,6,19,20,0,0,0,35,95,62,0
7699,67,60,3,7,6,132,4,4,94,41,1,0,0,2,1,14,17,1,1,2,18,59,50,1
9257,81,80,-7,6,1,320,7,8,69,40,0,0,0,3,4,27,31,0,0,3,45,100,88,1
7009,54,71,-7,0,1,127,7,8,100,54,2,5,5,2,4,24,28,0,0,5,46,100,55,1
885,7,70,-7,-8,7,7,7,8,92,-8,-8,0,0,1,-8,1,1,0,0,1,100,100,100,1
1131,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
6357,57,76,-7,0,1,136,7,8,-8,44,1,0,0,1,5,20,21,0,0,2,33,100,60,0
7497,46,63,13,-7,7,178,6,2,86,74,2,1,1,3,6,21,22,2,2,1,55,95,91,0
5979,75,86,-7,1,14,153,7,8,-8,1,0,2,2,-8,1,11,11,0,0,0,0,100,11,1
4755,14,64,18,4,5,32,6,6,56,49,1,1,1,2,2,6,6,0,0,4,67,83,100,0
7180,39,73,-7,0,3,104,7,8,69,33,0,0,0,6,5,18,18,0,0,4,33,100,92,0
1825,95,86,73,0,6,216,6,6,65,1,0,0,0,3,3,26,29,0,0,1,28,97,55,0
3903,135,83,-7,-8,4,414,7,8,8,13,0,0,0,1,6,26,24,0,0,2,19,100,47,1
8707,87,67,1,0,22,278,4,6,17,34,0,1,0,2,2,4,6,0,0,0,33,33,67,0
10026,45,68,-8,-7,1,122,6,6,-8,62,1,0,0,1,3,17,18,0,0,2,33,89,36,0
2872,57,70,15,0,23,242,6,5,57,-8,-8,1,1,3,-8,7,20,1,0,0,75,50,100,0
9159,94,75,25,-7,35,163,6,5,-8,5,0,1,1,1,3,31,38,1,0,0,47,97,44,1
2456,150,86,-7,-7,21,248,7,8,-8,4,0,0,0,-8,3,22,35,0,0,0,54,100,50,1
8002,88,77,23,10,9,225,6,6,-8,22,0,0,0,1,10,44,58,0,0,3,21,98,65,1
5454,76,73,18,0,4,248,6,6,90,12,0,1,1,2,4,24,26,0,0,2,28,88,64,1
2687,66,69,17,-7,6,190,6,5,-8,37,1,0,0,1,6,30,21,1,0,2,25,91,70,1
5414,96,67,23,1,2,209,6,3,89,42,1,4,4,2,2,16,22,3,2,4,50,86,67,0
2277,72,83,-7,-7,3,255,7,8,-8,2,0,2,2,1,5,29,34,0,0,2,21,100,38,0
316,57,57,29,0,13,123,6,2,-8,100,1,2,2,1,1,5,8,6,6,0,29,71,100,0
1134,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
2215,41,77,-7,0,3,73,7,8,94,0,0,1,1,3,1,22,22,0,0,2,27,100,29,0
8645,110,65,11,1,1,345,4,6,66,24,0,1,1,4,6,57,59,0,0,4,25,95,33,0
8647,75,71,27,1,22,218,6,5,23,3,1,2,2,1,4,22,24,1,0,0,39,96,56,0
2762,19,65,36,-7,4,63,6,6,92,20,0,0,0,2,3,8,13,0,0,5,25,88,83,1
6855,47,77,-7,2,2,93,7,8,90,22,0,5,5,4,3,29,33,0,0,7,48,100,78,1
1359,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
2722,56,73,-7,-7,8,73,7,8,68,96,1,1,1,3,2,15,4,0,0,1,47,100,100,0
3,73,66,76,0,1,169,6,6,83,72,3,5,4,4,6,28,30,1,1,3,57,93,91,0
9470,84,69,14,0,13,176,6,6,73,52,2,1,1,6,7,34,34,0,0,0,56,97,81,1
6428,97,67,-7,0,21,152,5,7,-8,59,2,7,6,1,7,25,26,1,1,0,35,96,67,0
4086,64,82,8,9,10,130,4,6,52,2,0,0,0,2,5,22,22,0,0,1,9,95,50,0
9840,71,61,71,0,1,132,6,5,-8,86,3,5,5,1,7,12,16,2,0,3,31,81,80,0
6035,44,74,27,2,3,86,6,6,69,0,1,1,1,5,3,24,25,0,0,5,21,92,53,1
9310,71,63,43,3,4,148,6,6,70,92,2,1,1,3,3,13,13,0,0,1,54,92,100,0
833,102,86,-7,-8,0,186,7,8,-8,37,0,0,0,1,3,12,14,0,0,1,50,100,80,1
7766,56,55,38,1,2,212,0,3,90,73,2,4,4,3,8,27,29,3,3,2,17,93,100,0
75,63,78,32,0,2,134,6,6,55,22,0,0,0,4,5,35,40,0,0,3,40,93,60,1
4757,81,81,11,-8,10,335,4,6,34,19,0,1,0,5,2,31,33,0,0,1,50,94,64,1
646,33,60,30,6,7,80,6,4,-8,92,-8,0,0,1,2,6,7,1,1,1,43,71,100,0
411,46,71,8,0,11,83,4,6,-8,34,0,1,1,2,3,22,22,0,0,2,14,95,71,0
9694,113,66,4,2,2,458,3,4,-8,1,0,1,1,-8,1,8,11,2,1,2,36,73,100,0
7320,71,78,-7,0,17,169,7,8,48,34,1,0,0,4,2,34,34,0,0,0,35,100,55,1
4725,61,80,39,17,4,138,6,6,-8,0,1,1,0,-8,2,18,18,0,0,2,11,94,29,1
1624,61,82,49,0,9,144,6,5,47,5,0,1,1,2,4,24,25,1,0,1,24,96,46,1
1304,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
8693,51,81,-7,0,2,266,7,8,88,9,0,1,1,6,3,29,30,0,0,4,53,100,83,1
2554,81,60,1,-7,2,249,4,6,21,59,2,3,3,5,3,27,71,0,0,3,36,96,53,1
5946,15,66,22,-7,3,42,6,2,95,0,-8,1,1,2,1,6,7,1,1,3,43,86,75,1
2809,113,59,2,-7,12,295,4,6,19,58,3,0,0,2,7,18,43,0,0,0,17,56,75,0
4969,81,58,35,1,3,206,6,5,85,54,1,2,2,2,4,32,34,2,0,1,50,91,64,0
7076,127,91,-7,-8,24,296,7,8,-8,0,0,0,0,-8,0,9,9,0,0,0,22,100,20,0
6139,76,72,12,0,2,172,6,6,-8,22,1,3,3,3,3,23,25,1,1,4,36,96,46,1
734,51,68,-7,0,1,116,7,8,-8,50,2,2,2,1,6,20,21,0,0,2,24,100,64,0
2012,78,65,21,0,1,336,6,2,30,59,3,4,4,5,11,33,35,1,1,2,40,94,80,0
2413,107,73,30,-7,12,226,6,4,26,59,3,0,0,2,7,21,31,2,1,0,54,92,82,0
7213,48,81,-7,0,3,106,7,8,89,9,0,2,2,3,1,18,18,0,0,3,39,100,57,1
1692,83,89,-7,0,4,176,7,8,-8,0,0,0,0,1,1,12,12,0,0,2,58,100,50,1
6579,59,65,46,0,1,130,6,5,94,9,-8,1,1,1,1,10,13,2,1,3,38,69,60,0
157,100,79,-7,4,6,245,7,8,61,18,0,1,1,4,6,35,37,0,0,1,43,100,71,1
2755,85,88,51,-7,7,211,6,6,-8,0,0,1,1,-8,1,38,38,0,0,1,8,97,4,1
3291,176,92,-7,-8,10,372,7,8,-8,3,0,0,0,-8,2,25,68,0,0,1,28,100,67,1
5185,94,74,53,-8,8,247,6,4,-8,37,0,0,0,1,6,13,18,5,2,2,22,72,70,1
531,68,62,2,-7,1,134,1,3,66,17,1,0,0,2,3,43,48,1,1,5,19,98,29,0
3062,41,56,-7,4,3,146,7,8,75,75,5,1,1,2,15,37,41,0,0,4,24,100,90,0
6192,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
7464,47,56,7,0,22,100,0,2,-8,-8,-8,1,1,1,-8,2,5,3,2,0,20,40,100,0
7995,69,84,-7,-8,3,138,7,8,-8,26,0,0,0,1,3,13,13,0,0,2,31,100,80,1
3225,43,67,-7,0,9,169,7,8,77,68,6,3,3,1,7,37,28,0,0,2,16,100,82,0
4975,110,73,32,3,3,162,6,5,-8,16,0,2,2,1,5,14,15,1,0,3,7,73,67,1
1972,102,79,54,0,24,198,6,2,-8,1,0,0,0,1,2,9,10,1,1,0,40,90,43,1
8590,98,91,-7,-8,19,215,7,8,-8,0,0,0,0,1,1,13,14,0,0,0,14,100,25,1
3820,84,84,-7,3,18,391,7,8,-8,11,0,1,1,-8,4,27,22,0,0,0,22,100,33,1
8260,35,61,3,-7,3,82,4,6,50,17,0,2,2,2,5,21,21,1,1,2,24,90,50,0
5117,69,85,-7,0,1,184,7,8,72,19,0,2,2,3,3,24,31,0,0,3,45,100,67,1
706,76,72,-7,2,15,172,6,8,-8,39,0,1,1,-8,2,5,5,1,1,0,20,100,100,0
8269,83,65,32,-7,2,194,5,6,71,69,5,1,1,4,10,54,60,0,0,4,22,97,84,0
4321,104,56,2,0,17,202,1,3,-8,59,3,3,3,1,6,17,19,2,1,0,11,68,58,0
4208,45,59,5,0,2,142,4,6,63,30,0,1,1,2,4,12,14,0,0,2,21,79,60,0
10200,86,65,3,13,69,102,0,2,-8,8,0,0,0,-8,1,6,9,3,3,0,0,33,33,1
7082,84,73,5,16,2,305,4,6,18,19,0,0,0,3,5,29,31,0,0,1,40,97,53,1
2131,19,65,-7,0,2,66,7,8,75,33,2,0,0,4,15,23,26,0,0,9,19,100,87,0
3589,76,72,-7,3,2,154,7,8,-8,20,1,2,2,4,9,47,12,0,0,3,13,100,48,1
7636,86,90,-7,-7,31,194,7,8,-8,5,0,1,1,1,3,11,11,0,0,0,27,100,57,1
9205,50,65,15,2,4,128,5,3,93,35,1,1,1,6,2,29,30,1,1,2,60,93,57,0
7067,135,83,-7,7,11,493,5,7,81,20,0,0,0,1,3,15,16,0,0,1,44,94,44,1
1710,101,76,5,0,4,243,4,6,-8,17,0,0,0,-8,7,24,25,0,0,2,4,96,54,0
5619,37,63,77,0,5,98,6,5,-8,74,2,0,0,1,4,14,15,1,0,4,33,93,83,0
8962,57,82,-7,0,12,73,7,8,-8,4,1,1,1,1,2,8,8,0,0,0,25,100,60,1
6964,15,69,-7,1,2,33,7,8,76,24,0,5,5,3,5,13,14,0,0,8,21,100,67,1
607,103,82,28,-7,4,240,6,6,88,9,0,1,1,2,2,23,26,0,0,3,50,92,50,1
8379,105,90,-7,0,22,381,7,8,37,2,0,0,0,4,1,11,11,0,0,0,82,100,83,1
1147,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
4680,184,72,46,-8,11,243,6,6,56,62,3,1,0,3,8,30,30,0,0,1,30,97,71,0
8405,46,60,-7,0,17,91,6,8,88,-8,-8,0,0,2,-8,3,3,5,5,0,100,100,100,0
8770,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
7972,96,73,34,1,4,222,6,2,92,5,0,2,2,2,1,22,23,1,1,1,30,83,43,0
3329,92,71,42,7,18,224,6,6,91,61,4,0,0,1,4,18,20,0,0,0,25,79,50,1
8610,75,65,22,19,11,212,6,5,64,71,3,0,0,3,8,21,23,2,1,1,43,87,86,1
9324,113,78,29,3,2,475,6,6,-8,42,1,2,2,3,4,27,30,0,0,1,50,97,64,1
9201,94,76,64,3,3,260,6,3,-8,14,1,8,8,2,5,42,85,1,1,7,27,98,50,1
6400,143,87,-7,0,48,278,7,8,-8,12,0,0,0,-8,3,6,6,0,0,0,0,100,100,1
4834,62,67,6,1,21,144,4,6,58,11,1,2,2,3,2,22,22,0,0,0,59,86,100,1
2959,59,64,-7,1,2,137,5,7,54,36,3,3,3,3,13,29,33,0,0,7,28,94,94,0
8598,178,69,2,-8,32,301,4,5,40,75,1,0,0,2,2,5,9,1,0,0,44,56,80,0
328,66,80,-7,0,19,131,7,8,74,-8,-8,0,0,2,1,7,7,0,0,0,71,100,100,0
701,83,76,-7,11,14,217,7,8,51,17,2,0,0,3,10,23,26,0,0,0,22,100,81,1
7305,42,75,-7,0,12,80,7,8,77,39,0,2,1,1,2,15,15,0,0,0,53,100,50,1
2116,41,68,-7,0,2,144,7,8,78,63,3,1,1,3,10,19,21,0,0,4,24,100,93,0
6138,89,69,-7,9,2,345,7,8,33,45,3,0,0,3,8,30,31,0,0,3,19,100,65,0
5360,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3687,71,63,28,1,1,204,6,6,90,51,2,1,1,11,5,48,30,0,0,5,47,98,70,0
900,133,88,-7,14,5,513,7,8,-8,2,1,0,0,-8,3,25,25,0,0,1,16,100,25,1
3025,133,88,-7,4,18,265,7,8,-8,5,0,3,1,1,3,18,22,0,0,0,42,100,80,1
4073,67,64,-7,1,1,231,6,8,-8,53,4,6,6,1,4,32,27,1,1,5,12,100,75,0
5642,195,62,58,0,10,396,6,6,-8,96,1,1,1,-8,2,4,4,1,1,1,0,75,100,0
3440,65,70,10,-8,4,-8,4,6,75,31,1,0,0,4,5,21,0,0,0,2,33,90,82,1
4823,91,72,-7,0,7,220,7,8,86,44,2,1,1,2,7,36,36,0,0,4,22,100,56,0
9227,65,73,-7,0,62,68,7,8,-8,57,1,1,1,-8,1,2,2,0,0,0,0,100,50,1
613,101,88,-7,-7,14,242,7,8,15,2,0,0,0,3,2,64,69,0,0,0,23,100,26,1
218,52,64,26,1,1,103,6,6,77,29,2,5,5,3,4,22,24,1,1,3,38,88,58,0
4704,93,78,28,22,8,197,6,2,-8,8,0,0,0,1,1,17,18,1,1,1,33,94,33,1
8924,79,72,40,0,2,216,6,2,-8,47,1,0,0,2,3,23,27,1,1,4,41,85,56,0
3249,123,73,12,7,1,46,6,6,66,26,0,0,0,2,9,30,7,0,0,3,12,94,55,1
4646,49,81,-7,-8,10,76,7,8,-8,27,0,0,0,1,2,12,12,0,0,1,17,100,44,0
7505,140,57,5,-7,20,474,4,5,81,15,2,0,0,1,5,10,13,4,3,0,31,54,78,0
8345,40,56,1,0,3,111,4,6,63,37,0,1,1,7,5,25,27,0,0,6,56,96,75,0
2269,84,62,11,-7,3,201,4,5,99,13,2,4,4,1,4,31,39,1,0,2,9,69,36,0
7598,62,71,21,-7,27,107,6,2,36,57,1,1,1,2,3,9,10,1,1,0,40,90,100,1
3616,65,75,44,12,2,201,6,6,76,30,1,0,0,3,4,31,46,0,0,6,30,97,36,1
2797,75,58,5,-7,2,191,4,4,44,0,0,2,2,5,1,16,15,2,2,3,62,67,55,0
10360,72,72,-7,6,7,183,7,8,76,40,1,0,0,3,11,23,23,0,0,2,26,100,88,1
6441,62,70,14,0,12,116,6,4,-8,70,2,2,2,1,5,14,18,2,1,0,17,83,88,0
847,90,83,-7,4,3,265,7,8,-8,18,0,1,1,2,4,17,17,0,0,2,18,100,75,1
1407,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
1361,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
1668,59,68,15,0,21,116,6,6,44,16,0,1,1,6,2,31,33,2,2,0,52,97,75,0
2418,37,71,-7,-7,6,-8,7,8,-8,-8,-8,1,1,1,-8,2,0,0,0,1,50,100,100,0
9561,91,67,0,-7,6,259,4,6,-8,51,3,0,0,1,7,41,53,0,0,1,26,93,83,0
7662,59,87,-7,-7,11,115,7,8,-8,0,0,1,1,2,0,9,9,0,0,2,78,100,50,0
4673,53,73,32,19,6,186,6,2,63,3,0,0,0,3,3,19,20,1,1,1,40,95,55,1
4924,34,66,-7,1,1,167,7,8,91,41,2,3,3,7,4,29,34,0,0,11,50,100,79,0
441,74,63,5,0,6,132,4,5,48,74,2,0,0,2,3,12,14,1,0,1,43,86,75,1
944,87,88,-7,0,4,327,7,8,-8,0,0,1,1,1,0,36,40,0,0,2,25,100,8,1
2561,74,62,1,-7,3,260,3,5,73,27,0,5,5,8,7,29,35,1,0,6,40,86,63,0
10084,54,81,31,-7,6,117,6,6,-8,2,0,0,0,1,2,14,14,0,0,3,21,93,43,0
9688,83,66,4,5,3,208,4,6,-8,44,0,0,0,1,6,24,25,0,0,3,32,92,70,0
2810,66,74,-7,-7,9,206,7,8,56,52,1,2,2,2,6,16,37,0,0,1,25,100,73,1
4572,105,87,-7,-7,8,211,7,8,62,24,0,0,0,3,2,17,17,0,0,1,35,100,63,1
9244,130,83,18,6,6,344,6,5,21,4,0,0,0,3,5,65,68,1,0,3,18,95,31,1
5595,48,68,23,0,5,110,6,6,78,30,1,1,1,2,3,14,14,0,0,1,43,71,83,1
149,46,67,-7,0,2,97,7,8,48,66,1,1,1,2,5,8,9,0,0,1,33,100,88,0
748,100,62,16,8,19,307,6,6,-8,62,6,0,0,1,9,31,32,0,0,0,16,97,71,0
9013,35,64,-7,0,3,111,7,8,97,70,0,1,1,3,4,15,17,2,2,2,33,100,78,0
8518,87,65,25,-7,6,-8,6,6,76,66,4,0,0,3,12,39,42,0,0,2,29,93,77,1
2969,80,77,-7,0,13,212,7,8,-8,36,1,2,2,1,8,18,27,0,0,0,28,100,91,0
6781,98,78,-8,5,5,208,6,6,89,16,0,3,2,6,11,35,38,0,0,4,34,97,77,1
7493,90,59,5,-7,33,172,4,6,28,103,2,2,2,2,2,9,9,0,0,0,56,56,100,0
5502,120,79,17,12,8,414,6,6,70,27,0,0,0,2,2,32,33,0,0,1,36,97,29,1
6866,72,70,-7,3,3,270,7,8,33,89,6,1,1,2,7,27,47,0,0,2,29,100,75,0
4479,79,88,-7,-7,10,141,7,8,-8,3,0,0,0,1,3,14,15,0,0,1,14,100,57,1
457,82,66,0,0,9,202,4,6,70,33,0,0,0,3,7,23,26,2,2,1,17,96,63,0
1911,11,66,-7,0,5,19,7,8,80,66,0,2,2,2,3,5,5,0,0,3,40,100,100,0
6508,94,80,-7,0,19,174,7,8,61,55,1,1,1,2,7,20,20,0,0,0,25,100,90,0
10160,71,88,-7,7,14,207,7,8,51,6,0,0,0,3,1,17,17,0,0,0,47,100,50,1
2781,76,79,-7,-7,4,150,7,8,-8,46,1,2,2,1,2,19,29,0,0,1,20,100,44,1
9025,143,86,-7,0,22,377,7,8,-8,21,0,0,0,-8,3,11,11,0,0,0,0,100,100,1
1824,63,67,2,0,15,96,4,6,78,4,0,0,0,3,3,20,20,0,0,0,55,75,60,0
5357,61,71,-7,-7,3,131,7,8,94,43,1,5,5,2,6,35,37,0,0,5,50,100,89,1
4788,94,77,32,-8,29,169,6,2,-8,0,0,0,0,1,1,13,15,1,1,0,33,93,50,0
890,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
9110,80,65,11,-7,5,146,4,6,98,53,0,0,0,2,7,17,17,0,0,2,24,88,90,0
7231,75,54,6,0,7,206,4,5,-8,92,-8,0,0,1,2,8,11,1,0,1,64,64,75,0
8143,91,79,-7,19,7,243,7,8,-8,25,1,0,0,1,4,25,26,0,0,1,28,100,83,1
4017,113,91,-7,1,20,-8,7,8,14,3,0,1,1,1,1,15,0,0,0,0,20,100,29,1
4873,52,74,-7,5,1,123,7,8,43,38,1,0,0,5,4,23,24,0,0,3,33,100,75,1
8531,67,82,-7,1,1,354,7,8,-8,14,0,1,1,1,2,13,15,0,0,3,13,100,43,0
5128,131,73,21,0,3,288,6,5,48,24,2,4,4,3,8,23,27,6,4,2,48,89,92,0
9180,135,83,-7,19,19,262,7,8,47,38,1,0,0,2,11,36,37,0,0,0,27,100,76,0
264,75,77,-8,0,12,165,6,6,44,41,1,0,0,2,4,20,20,0,0,0,20,95,43,1
4875,47,58,5,3,3,190,4,6,98,37,1,2,2,3,6,15,15,0,0,5,20,87,64,0
1730,85,88,-7,0,67,135,7,8,-8,0,0,1,1,-8,0,4,4,0,0,0,50,100,0,1
1038,92,65,4,-7,17,205,3,5,-8,14,1,0,0,1,3,6,10,2,0,0,20,50,57,0
4214,87,69,37,0,2,380,6,6,86,88,2,0,0,2,6,12,13,0,0,7,23,92,80,0
7532,82,85,69,-7,2,253,6,6,101,6,0,1,1,2,1,15,18,0,0,4,33,94,38,0
1969,74,59,11,0,11,159,1,3,-8,-8,-8,0,0,1,-8,2,3,1,1,1,100,33,100,0
10114,80,63,1,-7,18,262,4,6,-8,15,2,0,0,1,9,23,23,0,0,0,4,83,83,0
10070,132,86,-7,-7,11,324,7,8,-8,39,0,0,0,-8,1,8,8,0,0,1,38,100,33,1
4878,74,84,-7,3,5,172,7,8,32,1,0,1,1,2,1,21,21,0,0,1,29,100,36,1
2426,82,70,17,-7,9,189,6,6,37,43,0,0,0,2,2,14,16,0,0,1,53,87,100,0
